wall_ms,symbol,big_ex,small_ex,big_bid,big_ask,big_mid,small_bid,small_ask,small_mid,spread_pct,baseline_pct,anomaly_pct
1777604365711,DOTUSDT,binance,bitget,1.203000,1.204000,1.203500,1.203000,1.204000,1.203500,0.0000,0.0832,-0.0832
1777604365711,XRPUSDT,binance,gate,1.369500,1.369600,1.369550,1.369500,1.369600,1.369550,0.0000,0.0073,-0.0073
1777604365724,AVAXUSDT,okx,gate,9.101000,9.102000,9.101500,9.102000,9.104000,9.103000,-0.0165,-0.0220,0.0055
1777604365724,AVAXUSDT,okx,bitget,9.101000,9.102000,9.101500,9.101000,9.102000,9.101500,0.0000,0.0000,0.0000
1777604365724,NEARUSDT,okx,bitget,1.299000,1.300000,1.299500,1.300600,1.300800,1.300700,-0.0923,-0.0885,-0.0038
1777604365724,ADAUSDT,okx,gate,0.247200,0.247300,0.247250,0.247100,0.247200,0.247150,0.0405,0.0000,0.0405
1777604365725,OPGUSDT,okx,bitget,0.241600,0.241700,0.241650,0.241200,0.241400,0.241300,0.1450,0.1244,0.0206
1777604365725,PENDLEUSDT,okx,gate,1.395000,1.396000,1.395500,1.396000,1.397000,1.396500,-0.0716,-0.0717,0.0001
1777604365731,PENDLEUSDT,binance,gate,1.397100,1.397200,1.397150,1.396000,1.397000,1.396500,0.0465,0.0252,0.0214
1777604365732,MEGAUSDT,okx,bitget,0.161900,0.162000,0.161950,0.162120,0.162230,0.162175,-0.1387,-0.1361,-0.0027
1777604365732,PUMPUSDT,okx,gate,0.001798,0.001799,0.001798,0.001799,0.001800,0.001799,-0.0556,-0.0557,0.0001
1777604365732,PUMPUSDT,okx,bitget,0.001798,0.001799,0.001798,0.001800,0.001801,0.001801,-0.1111,-0.1113,0.0002
1777604365733,BTCUSDT,okx,bitget,76554.800000,76554.900000,76554.850000,76542.500000,76542.600000,76542.550000,0.0161,0.0067,0.0094
1777604365686,HYPEUSDT,okx,bitget,40.310000,40.320000,40.315000,40.309000,40.314000,40.311500,0.0087,0.0186,-0.0099
1777604365128,LINKUSDT,okx,bitget,9.113000,9.114000,9.113500,9.113000,9.114000,9.113500,0.0000,0.0000,0.0000
1777604365726,BNBUSDT,okx,bitget,616.700000,616.800000,616.750000,616.850000,616.860000,616.855000,-0.0170,-0.0122,-0.0049
1777604365284,SUIUSDT,binance,bitget,0.911300,0.911400,0.911350,0.911400,0.911500,0.911450,-0.0110,0.0000,-0.0110
1777604365771,BTCUSDT,binance,bitget,76547.200000,76547.300000,76547.250000,76542.500000,76542.600000,76542.550000,0.0061,0.0042,0.0020
1777604365771,HUSDT,binance,gate,0.184130,0.184140,0.184135,0.183580,0.183830,0.183705,0.2341,0.2343,-0.0002
1777604365819,ENSOUSDT,okx,gate,1.084800,1.085000,1.084900,1.086700,1.087300,1.087000,-0.1932,-0.2207,0.0275
1777604365909,TRXUSDT,okx,gate,0.325800,0.325900,0.325850,0.325670,0.325760,0.325715,0.0414,0.0384,0.0031
1777604365909,TRXUSDT,okx,bitget,0.325800,0.325900,0.325850,0.325880,0.325890,0.325885,-0.0107,-0.0107,0.0000
1777604365909,BNBUSDT,okx,gate,616.700000,616.800000,616.750000,616.750000,616.800000,616.775000,-0.0041,-0.0041,0.0000
1777604365909,HUSDT,okx,gate,0.184030,0.184050,0.184040,0.183580,0.183830,0.183705,0.1824,0.1851,-0.0028
1777604365910,CLUSDT,okx,gate,105.410000,105.420000,105.415000,105.320000,105.350000,105.335000,0.0759,0.0759,0.0001
1777604365910,CLUSDT,okx,bitget,105.410000,105.420000,105.415000,105.366000,105.374000,105.370000,0.0427,0.0393,0.0034
1777604365911,SOLUSDT,okx,gate,83.580000,83.590000,83.585000,83.580000,83.590000,83.585000,0.0000,0.0000,0.0000
1777604365915,ADAUSDT,okx,bitget,0.247200,0.247300,0.247250,0.247100,0.247200,0.247150,0.0405,0.0000,0.0405
1777604365921,ENSOUSDT,okx,bitget,1.084900,1.085000,1.084950,1.083500,1.083900,1.083700,0.1153,0.1107,0.0046
1777604365923,SOONUSDT,okx,bitget,0.170200,0.170300,0.170250,0.170100,0.170200,0.170150,0.0588,0.0588,-0.0000
1777604365696,BIOUSDT,okx,gate,0.040130,0.040140,0.040135,0.040100,0.040120,0.040110,0.0623,0.0498,0.0125
1777604365790,DOGEUSDT,binance,gate,0.108530,0.108540,0.108535,0.108510,0.108520,0.108515,0.0184,0.0184,-0.0000
1777604363545,CHZUSDT,binance,gate,0.042010,0.042020,0.042015,0.042020,0.042040,0.042030,-0.0357,-0.0238,-0.0119
1777604364942,CHZUSDT,okx,gate,0.041990,0.042000,0.041995,0.042020,0.042040,0.042030,-0.0833,-0.0476,-0.0357
1777604356776,SNDKUSDT,binance,gate,1047.370000,1047.650000,1047.510000,1045.870000,1046.380000,1046.125000,0.1324,0.0756,0.0568
1777604365953,TRXUSDT,binance,gate,0.325810,0.325820,0.325815,0.325670,0.325760,0.325715,0.0307,0.0276,0.0031
1777604365953,TRXUSDT,binance,bitget,0.325810,0.325820,0.325815,0.325880,0.325890,0.325885,-0.0215,-0.0199,-0.0015
1777604365954,DOGEUSDT,binance,bitget,0.108530,0.108540,0.108535,0.108490,0.108500,0.108495,0.0369,0.0277,0.0092
1777604365954,HYPEUSDT,binance,bitget,40.323000,40.324000,40.323500,40.311000,40.314000,40.312500,0.0273,0.0335,-0.0062
1777604365955,AVAXUSDT,binance,gate,9.101000,9.102000,9.101500,9.102000,9.104000,9.103000,-0.0165,-0.0055,-0.0110
1777604365955,AVAXUSDT,binance,bitget,9.101000,9.102000,9.101500,9.101000,9.102000,9.101500,0.0000,0.0110,-0.0110
1777604365955,FARTCOINUSDT,binance,gate,0.199500,0.199600,0.199550,0.199560,0.199600,0.199580,-0.0150,-0.0075,-0.0075
